Date,Store_ID,Store_Location,Product_ID,Product_Category,Product_Subcategory,Brand,Unit_Price,Units_Sold,Total_Sales,Discount_Percentage,Revenue,Customer_Type,Payment_Mode,Promotion_Applied,Stock_On_Hand,Store_Rating,Region,Holiday_Flag
2024-11-18,STR_103,Delhi,PRD_607,Home Appliances,Cleaning,Prestige,43068.77,15,646031.5499999999,20,516825.24,New,UPI,No,448,3.5,North,0
2023-11-28,STR_104,Chennai,PRD_605,Fashion,Women Clothing,Levis,11009.37,35,385327.95,0,385327.95,New,UPI,Yes,328,3.6,South,0
2023-06-22,STR_107,Kolkata,PRD_706,Home Appliances,Cleaning,Whirlpool,31188.39,48,1497042.72,10,1347338.448,Returning,Credit Card,Yes,392,3.9,East,0
2024-10-21,STR_106,Hyderabad,PRD_271,Sports,Outdoor,Decathlon,32397.12,17,550751.04,10,495675.93600000005,Returning,Credit Card,No,407,3.6,South,0
2024-07-31,STR_101,Mumbai,PRD_264,Fashion,Women Clothing,Nike,19057.73,32,609847.36,15,518370.256,New,Debit Card,No,475,4.2,West,0
2023-01-19,STR_102,Bangalore,PRD_151,Electronics,Mobiles,Samsung,1866.94,36,67209.84,15,57128.363999999994,Returning,UPI,Yes,470,4.7,South,0
2023-02-08,STR_108,Ahmedabad,PRD_345,Fashion,Men Clothing,H&M,42226.35,6,253358.09999999998,15,215354.38499999998,New,UPI,Yes,346,4.9,West,0
2024-10-06,STR_101,Mumbai,PRD_161,Sports,Athletics,Reebok,21904.9,30,657147.0,20,525717.6,Returning,Cash,No,406,4.0,West,0
2024-05-28,STR_106,Hyderabad,PRD_127,Electronics,Mobiles,Sony,45052.22,40,1802088.8,10,1621879.9200000002,Returning,Credit Card,No,216,4.8,South,0
2024-05-23,STR_108,Ahmedabad,PRD_517,Home Appliances,Kitchen,Philips,30837.92,14,431730.88,20,345384.704,New,Credit Card,No,106,3.7,West,0
2023-09-03,STR_103,Delhi,PRD_595,Electronics,Accessories,OnePlus,36347.07,32,1163106.24,10,1046795.616,Returning,UPI,No,420,3.7,North,0
2024-04-06,STR_101,Mumbai,PRD_855,Home Appliances,Lighting,Prestige,48293.13,49,2366363.3699999996,15,2011408.8644999997,Returning,Debit Card,Yes,327,3.9,West,0
2023-09-21,STR_107,Kolkata,PRD_303,Groceries,Snacks,Tata,47752.02,23,1098296.46,10,988466.814,New,Credit Card,No,78,4.2,East,0
2023-03-30,STR_105,Pune,PRD_246,Electronics,Laptops,Samsung,564.06,26,14665.559999999998,10,13199.003999999999,New,UPI,No,94,4.2,West,0
2023-02-27,STR_104,Chennai,PRD_918,Electronics,Accessories,Apple,36977.74,3,110933.22,20,88746.576,Returning,Credit Card,No,481,3.6,South,0
2024-01-11,STR_105,Pune,PRD_442,Home Appliances,Cleaning,LG,6565.68,3,19697.04,5,18712.188,Returning,Cash,No,113,4.6,West,0
2024-04-25,STR_105,Pune,PRD_874,Sports,Outdoor,Adidas,10206.81,8,81654.48,0,81654.48,Returning,Cash,Yes,463,4.1,West,0
2024-09-11,STR_102,Bangalore,PRD_598,Electronics,Mobiles,Apple,6231.25,7,43618.75,15,37075.9375,New,Debit Card,No,293,4.7,South,0
2024-03-14,STR_108,Ahmedabad,PRD_539,Home Appliances,Kitchen,Whirlpool,49424.77,49,2421813.73,5,2300723.0434999997,Returning,Cash,No,484,3.6,West,0
2023-01-24,STR_102,Bangalore,PRD_232,Home Appliances,Kitchen,Whirlpool,18153.37,43,780594.9099999999,5,741565.1644999998,New,Debit Card,No,235,4.0,South,0
2023-06-13,STR_104,Chennai,PRD_597,Groceries,Household,Amul,20156.33,24,483751.92000000004,5,459564.324,New,Debit Card,No,331,4.2,South,0
2023-03-30,STR_102,Bangalore,PRD_840,Sports,Outdoor,Decathlon,25417.98,13,330433.74,20,264346.992,Returning,Debit Card,No,259,4.5,South,0
2024-02-23,STR_101,Mumbai,PRD_006,Fashion,Women Clothing,H&M,16540.83,42,694714.8600000001,20,555771.8880000002,New,UPI,No,403,4.4,West,0
2024-06-29,STR_102,Bangalore,PRD_983,Groceries,Household,Nestle,17870.79,33,589736.0700000001,20,471788.8560000001,Returning,Cash,Yes,86,4.5,South,0
2024-12-31,STR_105,Pune,PRD_520,Electronics,Mobiles,Sony,22056.39,36,794030.04,20,635224.0320000001,New,Credit Card,Yes,278,3.8,West,0
2023-10-12,STR_108,Ahmedabad,PRD_768,Fashion,Women Clothing,Puma,36568.04,19,694792.76,15,590573.846,New,UPI,Yes,215,4.6,West,0
2024-10-01,STR_107,Kolkata,PRD_986,Groceries,Household,Amul,41176.01,37,1523512.37,15,1294985.5145,New,Debit Card,No,132,5.0,East,0
2024-12-03,STR_107,Kolkata,PRD_651,Fashion,Men Clothing,Nike,45728.1,15,685921.5,10,617329.35,New,Cash,No,464,4.9,East,0
2023-12-11,STR_104,Chennai,PRD_553,Groceries,Household,Amul,4074.77,6,24448.62,10,22003.757999999998,Returning,Credit Card,No,109,4.8,South,0
2023-08-31,STR_103,Delhi,PRD_899,Electronics,Mobiles,OnePlus,9540.28,30,286208.4,5,271897.98,New,UPI,No,254,3.6,North,0
2023-11-07,STR_105,Pune,PRD_811,Sports,Gym Equipment,Adidas,37313.67,26,970155.4199999999,0,970155.4199999999,New,Cash,Yes,117,3.6,West,0
2024-11-29,STR_107,Kolkata,PRD_260,Fashion,Women Clothing,Levis,10736.92,42,450950.64,15,383308.044,New,UPI,No,328,4.8,East,0
2023-12-11,STR_102,Bangalore,PRD_214,Fashion,Footwear,Nike,27740.26,34,943168.84,10,848851.956,New,UPI,Yes,317,4.7,South,0
2024-05-24,STR_101,Mumbai,PRD_009,Groceries,Beverages,Tata,9302.24,25,232556.0,15,197672.6,Returning,UPI,No,306,3.9,West,0
2024-07-15,STR_101,Mumbai,PRD_212,Home Appliances,Lighting,Philips,47007.31,20,940146.2,10,846131.58,New,Credit Card,Yes,392,4.3,West,0
2023-11-05,STR_103,Delhi,PRD_317,Groceries,Household,Amul,9914.9,24,237957.59999999998,0,237957.59999999998,Returning,Cash,Yes,113,3.6,North,0
2024-12-02,STR_101,Mumbai,PRD_081,Sports,Athletics,Decathlon,25739.34,37,952355.58,15,809502.2429999999,Returning,UPI,No,306,4.9,West,0
2023-06-27,STR_106,Hyderabad,PRD_014,Electronics,Laptops,Sony,28488.86,33,940132.38,0,940132.38,Returning,Cash,No,108,5.0,South,0
2024-10-14,STR_106,Hyderabad,PRD_380,Sports,Gym Equipment,Adidas,8436.09,36,303699.24,0,303699.24,Returning,Credit Card,No,77,4.3,South,1
2024-11-06,STR_102,Bangalore,PRD_586,Fashion,Women Clothing,Levis,37447.58,13,486818.54000000004,10,438136.68600000005,Returning,Credit Card,No,400,3.8,South,0
2023-03-20,STR_102,Bangalore,PRD_026,Home Appliances,Lighting,Philips,20709.71,10,207097.09999999998,5,196742.24499999997,New,Credit Card,No,388,3.8,South,0
2024-04-05,STR_106,Hyderabad,PRD_018,Groceries,Household,Nestle,1149.75,16,18396.0,15,15636.6,New,Debit Card,No,164,4.0,South,0
2024-10-22,STR_104,Chennai,PRD_436,Fashion,Footwear,Levis,16378.28,4,65513.12,0,65513.12,New,Cash,No,433,4.6,South,0
2023-01-05,STR_101,Mumbai,PRD_085,Home Appliances,Cleaning,Whirlpool,287.32,44,12642.08,15,10745.768,Returning,Credit Card,Yes,245,4.9,West,0
2023-06-18,STR_104,Chennai,PRD_329,Home Appliances,Cleaning,Whirlpool,2514.08,46,115647.68,0,115647.68,Returning,Cash,No,483,3.9,South,0
2023-10-08,STR_102,Bangalore,PRD_782,Electronics,Accessories,OnePlus,38545.35,13,501089.55,10,450980.595,Returning,Debit Card,No,306,4.8,South,0
2023-05-11,STR_103,Delhi,PRD_064,Electronics,Accessories,OnePlus,42090.5,15,631357.5,5,599789.625,New,Credit Card,Yes,54,4.9,North,0
2024-05-08,STR_108,Ahmedabad,PRD_630,Sports,Athletics,Reebok,23495.95,41,963333.9500000001,5,915167.2525000001,New,UPI,No,286,3.6,West,0
2024-05-23,STR_108,Ahmedabad,PRD_312,Home Appliances,Cleaning,Whirlpool,38165.73,34,1297634.82,20,1038107.8560000001,Returning,Debit Card,No,250,4.9,West,0
2023-11-04,STR_104,Chennai,PRD_380,Home Appliances,Kitchen,LG,28641.83,6,171850.98,20,137480.784,Returning,Debit Card,No,298,3.6,South,0
2023-08-13,STR_108,Ahmedabad,PRD_557,Fashion,Women Clothing,Nike,10851.39,45,488312.55,10,439481.295,Returning,Debit Card,No,111,4.2,West,0
2024-05-06,STR_104,Chennai,PRD_461,Home Appliances,Cleaning,Prestige,281.69,21,5915.49,20,4732.392,Returning,Credit Card,No,406,4.9,South,0
2024-07-17,STR_102,Bangalore,PRD_891,Fashion,Footwear,Levis,40294.27,9,362648.43,15,308251.1655,Returning,Cash,No,396,4.3,South,0
2024-06-19,STR_107,Kolkata,PRD_416,Sports,Gym Equipment,Yonex,13680.17,35,478805.95,10,430925.35500000004,New,Debit Card,No,479,3.7,East,0
2023-10-08,STR_101,Mumbai,PRD_383,Fashion,Men Clothing,H&M,309.69,29,8981.01,5,8531.959499999999,New,Debit Card,No,472,3.7,West,0
2024-09-06,STR_104,Chennai,PRD_338,Sports,Gym Equipment,Yonex,16420.67,48,788192.1599999999,5,748782.5519999999,New,Debit Card,No,457,4.0,South,0
2024-12-03,STR_103,Delhi,PRD_133,Sports,Athletics,Decathlon,19546.55,36,703675.7999999999,5,668492.0099999999,Returning,UPI,No,385,5.0,North,1
2023-06-06,STR_102,Bangalore,PRD_670,Electronics,Accessories,Samsung,22893.7,4,91574.8,20,73259.84000000001,Returning,Debit Card,No,410,4.0,South,0
2023-04-21,STR_104,Chennai,PRD_892,Sports,Athletics,Adidas,10752.84,44,473124.96,0,473124.96,Returning,Cash,Yes,476,3.7,South,0
2024-08-08,STR_108,Ahmedabad,PRD_453,Sports,Athletics,Adidas,36005.49,45,1620247.0499999998,10,1458222.345,Returning,Credit Card,No,162,4.9,West,0
2024-12-05,STR_105,Pune,PRD_114,Groceries,Beverages,Amul,38488.48,2,76976.96,5,73128.11200000001,New,Debit Card,Yes,243,4.6,West,0
2023-12-12,STR_104,Chennai,PRD_720,Fashion,Footwear,Levis,42088.52,26,1094301.52,20,875441.216,New,Credit Card,No,400,4.4,South,0
2024-03-08,STR_101,Mumbai,PRD_612,Sports,Gym Equipment,Decathlon,14787.04,7,103509.28,5,98333.81599999999,New,Cash,No,270,3.5,West,0
2023-06-06,STR_104,Chennai,PRD_457,Electronics,Mobiles,Sony,37327.06,31,1157138.8599999999,15,983568.0309999998,Returning,Cash,No,437,4.1,South,0
2024-03-10,STR_106,Hyderabad,PRD_965,Groceries,Snacks,Nestle,9190.61,40,367624.4,5,349243.18,New,UPI,No,52,4.4,South,0
2024-03-08,STR_108,Ahmedabad,PRD_819,Groceries,Household,Britannia,18793.87,36,676579.32,15,575092.4219999999,Returning,Credit Card,No,51,4.5,West,0
2023-07-04,STR_104,Chennai,PRD_120,Groceries,Household,Tata,7659.97,19,145539.43,0,145539.43,Returning,Credit Card,No,439,4.2,South,0
2023-12-26,STR_104,Chennai,PRD_131,Fashion,Men Clothing,Nike,10100.62,49,494930.38000000006,0,494930.38000000006,New,Credit Card,No,326,3.9,South,0
2023-02-20,STR_104,Chennai,PRD_879,Sports,Athletics,Decathlon,48774.26,2,97548.52,15,82916.242,New,Debit Card,Yes,168,4.5,South,0
2023-01-28,STR_105,Pune,PRD_830,Groceries,Beverages,Nestle,2413.73,39,94135.47,15,80015.1495,Returning,Debit Card,Yes,457,4.0,West,0
2023-07-21,STR_106,Hyderabad,PRD_098,Home Appliances,Lighting,LG,6737.9,29,195399.09999999998,5,185629.14499999996,New,Credit Card,Yes,375,3.8,South,0
2024-10-09,STR_104,Chennai,PRD_616,Groceries,Household,Britannia,20772.88,42,872460.9600000001,15,741591.816,New,Debit Card,No,54,4.2,South,0
2024-11-04,STR_105,Pune,PRD_548,Groceries,Household,Amul,49976.89,29,1449329.81,15,1231930.3385,Returning,UPI,No,173,4.2,West,0
2023-11-30,STR_108,Ahmedabad,PRD_844,Sports,Athletics,Decathlon,4284.43,1,4284.43,5,4070.2085,Returning,UPI,No,417,4.9,West,0
2023-11-16,STR_103,Delhi,PRD_320,Electronics,Accessories,OnePlus,41972.36,31,1301143.16,20,1040914.5279999999,Returning,Debit Card,No,324,3.5,North,0
2023-10-25,STR_108,Ahmedabad,PRD_884,Electronics,Accessories,Apple,20675.67,18,372162.05999999994,20,297729.648,New,Cash,Yes,243,3.7,West,0
2023-08-12,STR_105,Pune,PRD_633,Home Appliances,Kitchen,Philips,47774.07,23,1098803.61,0,1098803.61,Returning,Cash,No,480,4.7,West,0
2024-11-04,STR_101,Mumbai,PRD_679,Groceries,Snacks,Nestle,9300.97,6,55805.81999999999,5,53015.52899999999,Returning,Cash,Yes,398,4.4,West,0
2024-04-23,STR_103,Delhi,PRD_741,Groceries,Household,Nestle,44901.69,23,1032738.8700000001,20,826191.0960000001,Returning,Debit Card,No,231,4.1,North,0
2024-08-24,STR_104,Chennai,PRD_696,Home Appliances,Lighting,Philips,19569.93,30,587097.9,20,469678.32000000007,Returning,Credit Card,No,170,3.9,South,0
2024-07-20,STR_105,Pune,PRD_637,Groceries,Beverages,Nestle,28549.05,11,314039.55,20,251231.64,New,Credit Card,No,178,4.2,West,0
2024-06-25,STR_106,Hyderabad,PRD_791,Sports,Outdoor,Yonex,41311.73,12,495740.76,20,396592.608,Returning,Credit Card,No,236,4.4,South,0
2023-12-14,STR_103,Delhi,PRD_649,Home Appliances,Lighting,Prestige,7188.61,21,150960.81,20,120768.648,New,Credit Card,No,455,3.6,North,0
2023-08-08,STR_108,Ahmedabad,PRD_780,Home Appliances,Kitchen,Prestige,6239.38,30,187181.4,10,168463.26,New,Cash,No,480,4.9,West,0
2023-05-09,STR_102,Bangalore,PRD_435,Electronics,Mobiles,Samsung,6774.74,41,277764.33999999997,0,277764.33999999997,New,Debit Card,No,304,4.6,South,0
2024-01-26,STR_106,Hyderabad,PRD_846,Sports,Gym Equipment,Reebok,27745.61,37,1026587.5700000001,20,821270.0560000001,Returning,UPI,No,65,3.8,South,0
2023-07-04,STR_105,Pune,PRD_257,Electronics,Accessories,OnePlus,12204.76,33,402757.08,10,362481.37200000003,Returning,Debit Card,No,405,4.8,West,0
2023-09-09,STR_102,Bangalore,PRD_811,Home Appliances,Lighting,Whirlpool,2234.06,20,44681.2,0,44681.2,New,Credit Card,No,122,4.2,South,0
2023-07-27,STR_102,Bangalore,PRD_294,Fashion,Footwear,Nike,34634.83,9,311713.47000000003,20,249370.77600000004,New,UPI,No,187,5.0,South,0
2024-02-04,STR_108,Ahmedabad,PRD_327,Groceries,Snacks,Britannia,38244.73,25,956118.2500000001,0,956118.2500000001,New,UPI,No,183,3.6,West,0
2023-01-20,STR_106,Hyderabad,PRD_892,Sports,Gym Equipment,Reebok,32809.7,3,98429.09999999999,5,93507.64499999999,Returning,Credit Card,No,398,4.5,South,0
2023-12-29,STR_101,Mumbai,PRD_898,Groceries,Household,Amul,16456.8,22,362049.6,5,343947.11999999994,Returning,UPI,Yes,412,5.0,West,0
2023-01-05,STR_106,Hyderabad,PRD_403,Electronics,Laptops,Apple,32768.31,16,524292.96,0,524292.96,Returning,Credit Card,No,160,4.7,South,0
2023-10-22,STR_102,Bangalore,PRD_860,Electronics,Accessories,Apple,4444.48,7,31111.359999999997,5,29555.791999999994,New,Credit Card,No,417,3.8,South,0
2024-05-15,STR_101,Mumbai,PRD_249,Groceries,Snacks,Britannia,32449.37,36,1168177.32,15,992950.7220000001,New,UPI,No,110,3.9,West,0
2023-11-03,STR_104,Chennai,PRD_233,Home Appliances,Cleaning,Prestige,19189.54,21,402980.34,5,382831.32300000003,Returning,Cash,No,469,4.7,South,0
2024-08-12,STR_104,Chennai,PRD_616,Groceries,Household,Britannia,11143.35,13,144863.55000000002,15,123134.01750000002,New,Credit Card,No,292,3.5,South,0
2024-07-07,STR_107,Kolkata,PRD_898,Fashion,Women Clothing,Puma,25837.49,31,800962.1900000001,15,680817.8615,New,Credit Card,No,219,4.5,East,0
2024-08-15,STR_101,Mumbai,PRD_544,Electronics,Accessories,Apple,35112.28,7,245785.96,20,196628.768,Returning,Cash,No,56,4.7,West,0
2023-06-02,STR_107,Kolkata,PRD_490,Electronics,Accessories,Samsung,41917.03,21,880257.63,15,748218.9855,Returning,UPI,No,473,4.6,East,0
2023-07-12,STR_101,Mumbai,PRD_727,Electronics,Laptops,Apple,27821.6,46,1279793.5999999999,5,1215803.92,New,UPI,No,474,5.0,West,0
2023-06-07,STR_105,Pune,PRD_973,Fashion,Footwear,Levis,15257.36,40,610294.4,0,610294.4,New,UPI,No,206,3.5,West,0
2024-04-25,STR_107,Kolkata,PRD_112,Electronics,Mobiles,Sony,33244.17,44,1462743.48,5,1389606.3059999999,Returning,Cash,Yes,283,5.0,East,0
2023-02-23,STR_102,Bangalore,PRD_430,Sports,Athletics,Reebok,12014.73,5,60073.649999999994,15,51062.60249999999,Returning,Debit Card,No,462,4.4,South,0
2023-11-23,STR_105,Pune,PRD_808,Electronics,Laptops,Apple,14771.28,5,73856.40000000001,5,70163.58,Returning,Credit Card,No,61,3.7,West,0
2024-06-07,STR_108,Ahmedabad,PRD_647,Electronics,Mobiles,OnePlus,11156.01,24,267744.24,20,214195.392,Returning,UPI,Yes,309,4.2,West,0
2023-10-28,STR_107,Kolkata,PRD_057,Electronics,Mobiles,Sony,9155.98,23,210587.53999999998,10,189528.786,Returning,UPI,No,423,4.9,East,0
2023-02-23,STR_107,Kolkata,PRD_765,Groceries,Beverages,Tata,15025.5,6,90153.0,10,81137.7,Returning,UPI,No,410,3.5,East,0
2023-07-08,STR_103,Delhi,PRD_352,Electronics,Laptops,Sony,32865.29,33,1084554.57,15,921871.3845,Returning,Credit Card,Yes,380,3.9,North,0
2023-11-18,STR_105,Pune,PRD_605,Home Appliances,Kitchen,Philips,37054.13,12,444649.55999999994,10,400184.60399999993,New,Credit Card,No,410,4.0,West,0
2023-05-10,STR_105,Pune,PRD_570,Sports,Athletics,Decathlon,20803.87,41,852958.6699999999,0,852958.6699999999,Returning,Debit Card,No,483,4.6,West,0
2024-06-20,STR_106,Hyderabad,PRD_297,Fashion,Men Clothing,Puma,22834.52,1,22834.52,15,19409.342,Returning,Credit Card,No,119,4.7,South,0
2023-09-22,STR_102,Bangalore,PRD_883,Groceries,Household,Tata,40369.86,13,524808.18,15,446086.95300000004,Returning,Credit Card,No,458,4.0,South,0
2024-07-22,STR_107,Kolkata,PRD_157,Groceries,Beverages,Britannia,24792.65,1,24792.65,0,24792.65,Returning,UPI,No,236,4.1,East,0
2023-01-26,STR_103,Delhi,PRD_100,Home Appliances,Cleaning,Whirlpool,17703.2,5,88516.0,15,75238.59999999999,Returning,Credit Card,Yes,145,4.9,North,0
2024-01-10,STR_108,Ahmedabad,PRD_732,Groceries,Snacks,Amul,5629.79,14,78817.06,15,66994.50099999999,Returning,Credit Card,No,282,3.7,West,0
2024-07-11,STR_103,Delhi,PRD_335,Fashion,Women Clothing,Levis,30790.56,13,400277.28,20,320221.824,Returning,Debit Card,Yes,202,3.9,North,0
2024-12-12,STR_104,Chennai,PRD_105,Electronics,Mobiles,Sony,28718.41,43,1234891.63,15,1049657.8854999999,New,UPI,No,157,4.9,South,0
2024-10-17,STR_103,Delhi,PRD_426,Fashion,Men Clothing,Puma,11032.98,16,176527.68,5,167701.29599999997,Returning,Debit Card,No,177,4.4,North,0
2023-12-19,STR_108,Ahmedabad,PRD_506,Fashion,Footwear,Puma,44451.45,15,666771.75,5,633433.1625,New,Credit Card,No,314,4.8,West,0
2023-12-12,STR_103,Delhi,PRD_165,Home Appliances,Lighting,Prestige,25923.88,10,259238.80000000002,5,246276.86000000002,New,Credit Card,No,348,4.4,North,0
2023-12-24,STR_108,Ahmedabad,PRD_816,Home Appliances,Lighting,Philips,8722.06,8,69776.48,5,66287.65599999999,New,Debit Card,No,417,4.6,West,0
2024-11-19,STR_107,Kolkata,PRD_701,Home Appliances,Lighting,Philips,19240.88,2,38481.76,20,30785.408000000003,Returning,Debit Card,No,277,4.2,East,0
2023-12-30,STR_106,Hyderabad,PRD_968,Sports,Gym Equipment,Reebok,440.34,20,8806.8,10,7926.12,New,Debit Card,No,374,4.4,South,0
2023-10-05,STR_105,Pune,PRD_674,Fashion,Footwear,H&M,6656.3,7,46594.1,10,41934.69,New,Debit Card,Yes,287,4.8,West,0
2024-10-19,STR_101,Mumbai,PRD_385,Sports,Gym Equipment,Adidas,23215.28,18,417875.04,5,396981.28799999994,Returning,Debit Card,No,79,4.4,West,0
2023-10-23,STR_107,Kolkata,PRD_855,Fashion,Men Clothing,Nike,41783.19,34,1420628.46,5,1349597.037,Returning,Cash,Yes,344,4.0,East,0
2024-01-25,STR_102,Bangalore,PRD_128,Home Appliances,Lighting,Prestige,12110.85,6,72665.1,0,72665.1,New,Credit Card,No,106,4.0,South,0
2023-03-01,STR_103,Delhi,PRD_724,Fashion,Footwear,Nike,9183.13,26,238761.37999999998,20,191009.104,New,Credit Card,Yes,231,4.4,North,0
2024-11-26,STR_102,Bangalore,PRD_474,Electronics,Accessories,Apple,34445.72,9,310011.48,5,294510.90599999996,Returning,Credit Card,No,255,4.9,South,0
2023-05-19,STR_107,Kolkata,PRD_713,Groceries,Household,Tata,38912.35,1,38912.35,0,38912.35,New,Debit Card,No,117,3.9,East,0
2024-05-30,STR_103,Delhi,PRD_791,Groceries,Beverages,Amul,39891.53,9,359023.77,15,305170.2045,Returning,UPI,No,231,4.3,North,0
2024-09-19,STR_107,Kolkata,PRD_917,Fashion,Men Clothing,Levis,10338.79,21,217114.59000000003,10,195403.13100000002,New,UPI,No,197,4.3,East,0
2023-03-06,STR_106,Hyderabad,PRD_323,Groceries,Snacks,Nestle,45174.54,36,1626283.44,5,1544969.268,Returning,UPI,Yes,331,4.9,South,0
2023-11-29,STR_104,Chennai,PRD_365,Home Appliances,Kitchen,LG,42487.59,18,764776.6199999999,0,764776.6199999999,Returning,Debit Card,No,87,4.2,South,0
2024-12-16,STR_108,Ahmedabad,PRD_150,Home Appliances,Kitchen,Philips,29389.56,23,675959.88,0,675959.88,Returning,Debit Card,No,495,4.2,West,0
2023-10-04,STR_108,Ahmedabad,PRD_975,Sports,Gym Equipment,Decathlon,38272.84,6,229637.03999999998,10,206673.33599999998,Returning,Cash,No,143,4.0,West,0
2024-10-31,STR_103,Delhi,PRD_910,Sports,Athletics,Decathlon,35523.75,22,781522.5,10,703370.25,Returning,UPI,No,306,4.6,North,1
2024-10-20,STR_104,Chennai,PRD_392,Fashion,Men Clothing,Nike,28936.06,15,434040.9,20,347232.72000000003,Returning,Cash,Yes,291,3.6,South,0
2023-04-29,STR_107,Kolkata,PRD_780,Home Appliances,Kitchen,Prestige,11613.58,42,487770.36,5,463381.84199999995,Returning,Credit Card,No,371,3.7,East,0
2024-11-30,STR_101,Mumbai,PRD_649,Electronics,Accessories,Samsung,532.4,10,5324.0,15,4525.4,Returning,UPI,No,58,3.9,West,0
2023-11-01,STR_102,Bangalore,PRD_743,Sports,Gym Equipment,Decathlon,42427.45,19,806121.5499999999,0,806121.5499999999,Returning,Debit Card,No,139,4.8,South,0
2023-11-26,STR_102,Bangalore,PRD_659,Groceries,Household,Britannia,30515.76,7,213610.31999999998,0,213610.31999999998,New,Debit Card,No,372,4.6,South,0
2024-09-20,STR_102,Bangalore,PRD_250,Sports,Athletics,Decathlon,44700.06,27,1206901.6199999999,15,1025866.3769999999,Returning,Credit Card,Yes,279,4.1,South,0
2024-12-14,STR_101,Mumbai,PRD_991,Groceries,Snacks,Britannia,14462.05,14,202468.69999999998,15,172098.395,Returning,Credit Card,No,430,4.1,West,0
2023-11-28,STR_102,Bangalore,PRD_024,Electronics,Mobiles,Samsung,37556.59,8,300452.72,15,255384.81199999998,New,Credit Card,No,388,4.1,South,0
2023-04-05,STR_106,Hyderabad,PRD_859,Groceries,Beverages,Britannia,34136.28,6,204817.68,5,194576.79599999997,New,Credit Card,No,205,3.8,South,0
2024-07-10,STR_107,Kolkata,PRD_020,Fashion,Men Clothing,Nike,27769.45,12,333233.4,10,299910.06000000006,Returning,Debit Card,No,409,4.3,East,0
2024-05-21,STR_105,Pune,PRD_892,Home Appliances,Cleaning,Whirlpool,14900.44,31,461913.64,15,392626.594,Returning,Credit Card,No,459,4.1,West,0
2024-01-30,STR_102,Bangalore,PRD_524,Sports,Outdoor,Reebok,3638.04,21,76398.84,10,68758.956,Returning,Credit Card,No,78,4.7,South,0
2023-08-22,STR_107,Kolkata,PRD_554,Electronics,Accessories,Apple,5576.22,1,5576.22,15,4739.787,Returning,UPI,Yes,379,4.0,East,0
2024-06-05,STR_106,Hyderabad,PRD_151,Home Appliances,Kitchen,Whirlpool,583.48,40,23339.2,5,22172.239999999998,Returning,Credit Card,No,315,4.2,South,0
2023-03-15,STR_104,Chennai,PRD_961,Fashion,Footwear,Levis,46644.98,40,1865799.2000000002,15,1585929.32,Returning,Cash,No,168,3.5,South,0
2023-07-01,STR_102,Bangalore,PRD_504,Home Appliances,Lighting,Prestige,14188.29,43,610096.4700000001,20,488077.1760000001,Returning,Cash,Yes,435,3.9,South,0
2024-12-25,STR_102,Bangalore,PRD_487,Fashion,Men Clothing,Nike,21629.23,34,735393.82,0,735393.82,New,Cash,No,152,4.3,South,0
2023-08-23,STR_101,Mumbai,PRD_710,Sports,Gym Equipment,Reebok,7303.23,13,94941.98999999999,10,85447.791,New,Credit Card,Yes,74,4.3,West,0
2023-10-25,STR_104,Chennai,PRD_508,Sports,Athletics,Decathlon,24509.79,21,514705.59,20,411764.47200000007,New,Credit Card,Yes,286,4.3,South,0
2024-02-12,STR_105,Pune,PRD_456,Groceries,Snacks,Britannia,549.46,35,19231.100000000002,0,19231.100000000002,Returning,Debit Card,Yes,200,4.1,West,0
2023-01-31,STR_102,Bangalore,PRD_027,Fashion,Women Clothing,H&M,12083.06,48,579986.88,20,463989.504,New,Cash,No,306,3.5,South,0
2023-04-24,STR_105,Pune,PRD_644,Fashion,Footwear,Levis,26957.18,46,1240030.28,20,992024.224,Returning,UPI,No,156,3.8,West,0
2024-02-02,STR_103,Delhi,PRD_427,Groceries,Beverages,Tata,44025.39,34,1496863.26,10,1347176.9340000001,Returning,Credit Card,No,209,4.0,North,0
2023-04-06,STR_108,Ahmedabad,PRD_236,Fashion,Women Clothing,Nike,9068.09,13,117885.17,10,106096.653,New,Debit Card,Yes,204,4.4,West,0
2023-10-27,STR_102,Bangalore,PRD_481,Groceries,Snacks,Nestle,18328.22,26,476533.72000000003,0,476533.72000000003,Returning,Debit Card,No,240,3.6,South,0
2024-04-11,STR_107,Kolkata,PRD_445,Sports,Gym Equipment,Decathlon,8757.77,34,297764.18,15,253099.55299999999,New,Debit Card,No,496,4.7,East,0
2024-04-25,STR_108,Ahmedabad,PRD_775,Electronics,Mobiles,OnePlus,18382.75,19,349272.25,15,296881.4125,Returning,Cash,No,490,4.3,West,0
2024-09-07,STR_104,Chennai,PRD_136,Electronics,Mobiles,OnePlus,25639.64,15,384594.6,5,365364.86999999994,Returning,Cash,No,345,4.9,South,0
2024-02-24,STR_108,Ahmedabad,PRD_163,Sports,Athletics,Decathlon,23387.02,1,23387.02,15,19878.967,Returning,UPI,No,247,3.8,West,0
2023-07-31,STR_103,Delhi,PRD_883,Sports,Outdoor,Reebok,7715.85,7,54010.950000000004,20,43208.76000000001,New,UPI,No,125,4.3,North,0
2023-06-10,STR_105,Pune,PRD_910,Home Appliances,Lighting,LG,42129.02,36,1516644.72,0,1516644.72,New,Cash,No,498,4.3,West,0
